appid,name
1557740,ROUNDS
1605220,Dune: Spice Wars
1621690,Core Keeper
1644960,NBA 2K22
1657630,Slime Rancher 2
1662940,Anatomy of Fear
1672970,Minecraft Dungeons
1674470,ELYON
1811260,EA SPORTS FIFA 23
1812960,Floor is Lava
1843760,Rogue Tower
1892810,Fishy Business
1919590,NBA 2K23
1942280,Brotato
1966900,20 Minutes Till Dawn
1987080,Inside the Backrooms
2063400,Descension
